,N/L,Flow,Pat,r_a
0,0.0,0.0,1,0
1,0.1,0.04999,1,0
2,0.2,0.099978,1,0
3,0.3,0.149958,1,0
4,0.4,0.19993,1,0
5,0.5,0.249904,1,0
6,0.6,0.299904,1,0
7,0.7,0.34987,1,0
8,0.8,0.399852,1,0
9,0.9,0.449712,1,0
10,1.0,0.499752,1,0
11,1.1,0.5495,1,0
12,1.2,0.598932,1,0
13,1.3,0.649434,1,0
14,1.4,0.69945,1,0
15,1.5,0.748678,1,0
16,1.6,0.798466,1,0
17,1.7,0.848056,1,0
18,1.8,0.896372,1,0
19,1.9,0.945072,1,0
20,2.0,0.984672,1,0
21,2.1,0.996438,1,0
22,2.2,0.995992,1,0
23,2.3,0.968438,1,0
24,2.4,0.998558,1,0
25,2.5,0.998818,1,0
26,2.6,0.998452,1,0
27,2.7,0.999246,1,0
28,2.8,0.999776,1,0
29,2.9,0.999574,1,0
30,3.0,0.999828,1,0
31,3.1,0.999788,1,0
32,3.2,1.00007,1,0
33,3.3,1.000098,1,0
34,3.4,1.000212,1,0
35,3.5,1.000358,1,0
36,0.0,0.0,1,0
37,0.1,0.049996,1,0
38,0.2,0.09998,1,0
39,0.3,0.149958,1,0
40,0.4,0.199936,1,0
41,0.5,0.249894,1,0
42,0.6,0.299926,1,0
43,0.7,0.349804,1,0
44,0.8,0.399848,1,0
45,0.9,0.449746,1,0
46,1.0,0.499458,1,0
47,1.1,0.549544,1,0
48,1.2,0.59949,1,0
49,1.3,0.64922,1,0
50,1.4,0.69894,1,0
51,1.5,0.74907,1,0
52,1.6,0.797938,1,0
53,1.7,0.847202,1,0
54,1.8,0.89695,1,0
55,1.9,0.944574,1,0
56,2.0,0.979338,1,0
57,2.1,0.966594,1,0
58,2.2,0.995428,1,0
59,2.3,0.997392,1,0
60,2.4,0.9982,1,0
61,2.5,0.998388,1,0
62,2.6,0.998818,1,0
63,2.7,0.999296,1,0
64,2.8,0.99958,1,0
65,2.9,0.999644,1,0
66,3.0,0.999556,1,0
67,3.1,0.99991,1,0
68,3.2,0.999774,1,0
69,3.3,0.99991,1,0
70,3.4,1.000106,1,0
71,3.5,1.00032,1,0
72,0.0,0.0,1,0
73,0.1,0.049996,1,0
74,0.2,0.099974,1,0
75,0.3,0.149952,1,0
76,0.4,0.199928,1,0
77,0.5,0.249936,1,0
78,0.6,0.299898,1,0
79,0.7,0.349862,1,0
80,0.8,0.39983,1,0
81,0.9,0.449752,1,0
82,1.0,0.499732,1,0
83,1.1,0.549572,1,0
84,1.2,0.599378,1,0
85,1.3,0.64941,1,0
86,1.4,0.699286,1,0
87,1.5,0.749034,1,0
88,1.6,0.798502,1,0
89,1.7,0.847276,1,0
90,1.8,0.896302,1,0
91,1.9,0.944824,1,0
92,2.0,0.981388,1,0
93,2.1,0.992988,1,0
94,2.2,0.997124,1,0
95,2.3,0.998214,1,0
96,2.4,0.997742,1,0
97,2.5,0.998552,1,0
98,2.6,0.998704,1,0
99,2.7,0.999218,1,0
100,2.8,0.999122,1,0
101,2.9,0.999426,1,0
102,3.0,0.999598,1,0
103,3.1,0.999618,1,0
104,3.2,0.999872,1,0
105,3.3,1.000114,1,0
106,3.4,1.00001,1,0
107,3.5,1.000158,1,0
108,0.0,0.0,1,0
109,0.1,0.04999,1,0
110,0.2,0.099964,1,0
111,0.3,0.149966,1,0
112,0.4,0.199964,1,0
113,0.5,0.249904,1,0
114,0.6,0.299892,1,0
115,0.7,0.34986,1,0
116,0.8,0.39983,1,0
117,0.9,0.449716,1,0
118,1.0,0.499686,1,0
119,1.1,0.549472,1,0
120,1.2,0.599302,1,0
121,1.3,0.649292,1,0
122,1.4,0.699168,1,0
123,1.5,0.749312,1,0
124,1.6,0.798684,1,0
125,1.7,0.847952,1,0
126,1.8,0.896034,1,0
127,1.9,0.935362,1,0
128,2.0,0.957938,1,0
129,2.1,0.972324,1,0
130,2.2,0.99748,1,0
131,2.3,0.996218,1,0
132,2.4,0.99878,1,0
133,2.5,0.99839,1,0
134,2.6,0.998646,1,0
135,2.7,0.998734,1,0
136,2.8,0.999464,1,0
137,2.9,0.999302,1,0
138,3.0,0.999864,1,0
139,3.1,0.999654,1,0
140,3.2,1.000068,1,0
141,3.3,1.000262,1,0
142,3.4,1.000114,1,0
143,3.5,1.000352,1,0
144,0.0,0.0,1,0
145,0.1,0.04999,1,0
146,0.2,0.099982,1,0
147,0.3,0.149932,1,0
148,0.4,0.199934,1,0
149,0.5,0.249878,1,0
150,0.6,0.29989,1,0
151,0.7,0.349838,1,0
152,0.8,0.399622,1,0
153,0.9,0.449632,1,0
154,1.0,0.499624,1,0
155,1.1,0.549392,1,0
156,1.2,0.59917,1,0
157,1.3,0.649178,1,0
158,1.4,0.699078,1,0
159,1.5,0.748658,1,0
160,1.6,0.79813,1,0
161,1.7,0.847992,1,0
162,1.8,0.895832,1,0
163,1.9,0.945598,1,0
164,2.0,0.975558,1,0
165,2.1,0.957462,1,0
166,2.2,0.987562,1,0
167,2.3,0.99707,1,0
168,2.4,0.996644,1,0
169,2.5,0.999108,1,0
170,2.6,0.99882,1,0
171,2.7,0.998594,1,0
172,2.8,0.9993,1,0
173,2.9,0.99916,1,0
174,3.0,0.99958,1,0
175,3.1,0.999832,1,0
176,3.2,0.99967,1,0
177,3.3,0.99976,1,0
178,3.4,1.000254,1,0
179,3.5,1.000146,1,0
180,0.0,0.0,1,0
181,0.1,0.049994,1,0
182,0.2,0.09997,1,0
183,0.3,0.149952,1,0
184,0.4,0.199944,1,0
185,0.5,0.24991,1,0
186,0.6,0.299858,1,0
187,0.7,0.349854,1,0
188,0.8,0.39973,1,0
189,0.9,0.44978,1,0
190,1.0,0.49964,1,0
191,1.1,0.54956,1,0
192,1.2,0.59945,1,0
193,1.3,0.649342,1,0
194,1.4,0.699156,1,0
195,1.5,0.748448,1,0
196,1.6,0.798368,1,0
197,1.7,0.84772,1,0
198,1.8,0.896504,1,0
199,1.9,0.946072,1,0
200,2.0,0.955,1,0
201,2.1,0.980992,1,0
202,2.2,0.995752,1,0
203,2.3,0.996526,1,0
204,2.4,0.997554,1,0
205,2.5,0.997984,1,0
206,2.6,0.999284,1,0
207,2.7,0.999078,1,0
208,2.8,0.999172,1,0
209,2.9,0.9997,1,0
210,3.0,0.99959,1,0
211,3.1,0.99959,1,0
212,3.2,0.9997,1,0
213,3.3,1.000134,1,0
214,3.4,1.000004,1,0
215,3.5,0.99992,1,0
216,0.0,0.0,1,0
217,0.1,0.04999,1,0
218,0.2,0.099986,1,0
219,0.3,0.149964,1,0
220,0.4,0.199934,1,0
221,0.5,0.249938,1,0
222,0.6,0.299914,1,0
223,0.7,0.349854,1,0
224,0.8,0.39981,1,0
225,0.9,0.449782,1,0
226,1.0,0.499644,1,0
227,1.1,0.549576,1,0
228,1.2,0.599478,1,0
229,1.3,0.649288,1,0
230,1.4,0.699066,1,0
231,1.5,0.748418,1,0
232,1.6,0.798876,1,0
233,1.7,0.847828,1,0
234,1.8,0.896184,1,0
235,1.9,0.94619,1,0
236,2.0,0.952046,1,0
237,2.1,0.98639,1,0
238,2.2,0.997188,1,0
239,2.3,0.995154,1,0
240,2.4,0.998306,1,0
241,2.5,0.998924,1,0
