,N/L,Flow,Pat,r_a
181,0.1,0.050006,1,0
182,0.2,0.100022,1,0
183,0.3,0.149974,1,0
184,0.4,0.199968,1,0
185,0.5,0.250002,1,0
186,0.6,0.299926,1,0
187,0.7,0.349922,1,0
188,0.8,0.399754,1,0
189,0.9,0.449724,1,0
190,1.0,0.499572,1,0
191,1.1,0.549544,1,0
192,1.2,0.59917,1,0
193,1.3,0.648888,1,0
194,1.4,0.68862,1,0
195,1.5,0.743318,1,0
196,1.6,0.788232,1,0
197,1.7,0.813286,1,0
198,1.8,0.86252,1,0
199,1.9,0.892046,1,0
200,2.0,0.932198,1,0
201,2.1,0.933046,1,0
202,2.2,0.97706,1,0
203,2.3,0.978058,1,0
204,2.4,0.97276,1,0
205,2.5,0.988112,1,0
206,2.6,0.988356,1,0
207,2.7,0.9837,1,0
208,2.8,0.99324,1,0
209,2.9,0.99908,1,0
210,3.0,0.999388,1,0
211,3.1,0.999238,1,0
212,3.2,1.000016,1,0
213,3.3,1.000076,1,0
214,3.4,0.999664,1,0
215,3.5,1.000286,1,0
216,0.0,0.0,1,0
217,0.1,0.05002,1,0
218,0.2,0.100038,1,0
219,0.3,0.150028,1,0
220,0.4,0.19999,1,0
221,0.5,0.249972,1,0
222,0.6,0.299908,1,0
223,0.7,0.349874,1,0
224,0.8,0.39993,1,0
225,0.9,0.44972,1,0
226,1.0,0.499676,1,0
227,1.1,0.549508,1,0
228,1.2,0.59924,1,0
229,1.3,0.648768,1,0
230,1.4,0.69806,1,0
231,1.5,0.74861,1,0
232,1.6,0.791888,1,0
233,1.7,0.812772,1,0
234,1.8,0.872604,1,0
235,1.9,0.887262,1,0
236,2.0,0.932768,1,0
237,2.1,0.927318,1,0
238,2.2,0.981924,1,0
239,2.3,0.952022,1,0
240,2.4,0.967972,1,0
241,2.5,0.963762,1,0
242,2.6,0.97888,1,0
243,2.7,0.993882,1,0
244,2.8,0.999282,1,0
245,2.9,0.998638,1,0
246,3.0,0.999116,1,0
247,3.1,0.999676,1,0
248,3.2,0.99982,1,0
249,3.3,1.00002,1,0
250,3.4,1.00024,1,0
251,3.5,1.000464,1,0
252,0.0,0.0,1,0
253,0.1,0.050016,1,0
254,0.2,0.100014,1,0
255,0.3,0.150046,1,0
256,0.4,0.199994,1,0
257,0.5,0.249988,1,0
258,0.6,0.299886,1,0
259,0.7,0.349912,1,0
260,0.8,0.399838,1,0
261,0.9,0.449798,1,0
262,1.0,0.499552,1,0
263,1.1,0.549488,1,0
264,1.2,0.599284,1,0
265,1.3,0.644068,1,0
266,1.4,0.69899,1,0
267,1.5,0.728836,1,0
268,1.6,0.787966,1,0
269,1.7,0.823352,1,0
270,1.8,0.813614,1,0
271,1.9,0.88744,1,0
272,2.0,0.916988,1,0
273,2.1,0.93314,1,0
274,2.2,0.957522,1,0
275,2.3,0.987188,1,0
276,2.4,0.98289,1,0
277,2.5,0.993346,1,0
278,2.6,0.974078,1,0
279,2.7,0.97897,1,0
280,2.8,0.993452,1,0
281,2.9,0.999194,1,0
282,3.0,0.98468,1,0
283,3.1,0.999876,1,0
284,3.2,1.0003,1,0
285,3.3,1.000046,1,0
286,3.4,1.00003,1,0
287,3.5,1.000526,1,0
288,0.0,0.0,1,0
289,0.1,0.05002,1,0
290,0.2,0.100032,1,0
291,0.3,0.150034,1,0
292,0.4,0.200014,1,0
293,0.5,0.250002,1,0
294,0.6,0.29997,1,0
295,0.7,0.349908,1,0
296,0.8,0.39992,1,0
297,0.9,0.449732,1,0
298,1.0,0.499468,1,0
299,1.1,0.549518,1,0
300,1.2,0.599428,1,0
301,1.3,0.648846,1,0
302,1.4,0.698742,1,0
303,1.5,0.738552,1,0
304,1.6,0.797704,1,0
305,1.7,0.823406,1,0
306,1.8,0.847242,1,0
307,1.9,0.907252,1,0
308,2.0,0.941804,1,0
309,2.1,0.942704,1,0
310,2.2,0.967344,1,0
311,2.3,0.992564,1,0
312,2.4,0.983026,1,0
313,2.5,0.948684,1,0
314,2.6,0.98389,1,0
315,2.7,0.998924,1,0
316,2.8,0.99956,1,0
317,2.9,0.998814,1,0
318,3.0,0.999568,1,0
319,3.1,0.99973,1,0
320,3.2,0.98439,1,0
321,3.3,1.00004,1,0
322,3.4,1.000382,1,0
323,3.5,1.000318,1,0
324,0.0,0.0,1,0
325,0.1,0.050018,1,0
326,0.2,0.100022,1,0
327,0.3,0.150016,1,0
328,0.4,0.199952,1,0
329,0.5,0.249856,1,0
330,0.6,0.299916,1,0
331,0.7,0.34984,1,0
332,0.8,0.39977,1,0
333,0.9,0.44972,1,0
334,1.0,0.499502,1,0
335,1.1,0.549662,1,0
336,1.2,0.599204,1,0
337,1.3,0.649196,1,0
338,1.4,0.694,1,0
339,1.5,0.733484,1,0
340,1.6,0.783298,1,0
341,1.7,0.822358,1,0
342,1.8,0.8626,1,0
343,1.9,0.877898,1,0
344,2.0,0.898224,1,0
345,2.1,0.972346,1,0
346,2.2,0.928426,1,0
347,2.3,0.96247,1,0
348,2.4,0.997808,1,0
349,2.5,0.949102,1,0
350,2.6,0.968916,1,0
351,2.7,0.993596,1,0
352,2.8,0.999246,1,0
353,2.9,0.99414,1,0
354,3.0,0.99972,1,0
355,3.1,0.999806,1,0
356,3.2,0.989942,1,0
357,3.3,1.00038,1,0
358,3.4,1.000326,1,0
359,3.5,1.000708,1,0
